img,brand,sleeve,neck,primary_color,secondary_color,casuality,fit,pants_color,hair_color
00953_00.jpg,unknown,long sleeve,v neck,pink,orange,casual,loose fit,red,brown
00954_00.jpg,unknown,short sleeve,round neck,black,unknown,casual,tight fit,black,brown
00956_00.jpg,unknown,short sleeve,round neck,red,white,casual,loose fit,red,black
00957_00.jpg,unknown,long sleeve,v neck,black,gray,casual,loose fit,black,brown
00958_00.jpg,unknown,long sleeve,turtleneck,black,unknown,casual,tight fit,black,black
00959_00.jpg,unknown,long sleeve,v neck,white,unknown,casual,tight fit,white,black
00962_00.jpg,unknown,long sleeve,round neck,white,black,casual,tight fit,brown,black
00963_00.jpg,unknown,long sleeve,turtleneck,black,unknown,casual,loose fit,black,brown
00964_00.jpg,unknown,short sleeve,round neck,beige,beige,casual,tight fit,black,blonde
00965_00.jpg,unknown,sleeveless,round neck,black,white,casual,tight fit,blue,blonde
00966_00.jpg,unknown,long sleeve,boat neck,green,green,casual,tight fit,black,black
00967_00.jpg,unknown,long sleeve,high neck,black,unknown,casual,tight fit,black,brown
00968_00.jpg,ssense,short sleeve,v neck,camouflage,brown,casual,loose fit,black,blonde
00969_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,tight fit,black,brown
00970_00.jpg,karl lagerfeld,short sleeve,circle neck,white,yellow,casual,tight fit,silver,brown
00971_00.jpg,polo,long sleeve,crew neck,white,blue,casual,tight fit,blue,blonde
00972_00.jpg,only,short sleeve,round neck,pink,light pink,casual,tight fit,black,black
00973_00.jpg,unknown,short sleeve,round neck,white,multicolored,casual,loose fit,green,brown
00974_00.jpg,unknown,long sleeve,boat neck,pink,red,casual,tight fit,red,black
00977_00.jpg,unknown,short sleeve,round neck,white,unknown,casual,tight fit,black,blonde
00978_00.jpg,unknown,long sleeve,boat neck,red,green,casual,tight fit,red,black
00979_00.jpg,petite,long sleeve,high neck,red,black,casual,tight fit,black,black
00980_00.jpg,opus,short sleeve,v neck,black,white,casual,tight fit,beige,brown
00982_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,tight fit,black,blonde
00983_00.jpg,anna field,short sleeve,round neck,yellow,yellow,casual,tight fit,yellow,blonde
00985_00.jpg,unknown,long sleeve,round neck,gray,gray,casual,tight fit,white,black
00987_00.jpg,unknown,short sleeve,polo collar,green,white,casual,loose fit,white,blonde
00988_00.jpg,unknown,short sleeve,v neck,black,unknown,casual,tight fit,black,brown
00990_00.jpg,unknown,short sleeve,round neck,brown,green,casual,tight fit,white,black
00994_00.jpg,ea7,short sleeve,round neck,white,pink,casual,tight fit,black,brown
00995_00.jpg,gap,short sleeve,v neck,black,unknown,casual,tight fit,black,brown
00996_00.jpg,puma,sleeveless,round neck,black,pink,casual,tight fit,black,black
00997_00.jpg,tommy jeans,short sleeve,v neck,white,red,casual,tight fit,olive green,blonde
00998_00.jpg,zalando,long sleeve,scoop neck,black,white,casual,tight fit,black,blonde
00999_00.jpg,unknown,short sleeve,round neck,beige,blue,casual,tight fit,black,black
01001_00.jpg,fila,long sleeve,round neck,black,red,casual,loose fit,black,black
01002_00.jpg,msch,long sleeve,scoop neck,black,unknown,casual,tight fit,black,black
01004_00.jpg,polo,short sleeve,round neck,pink,blue,casual,tight fit,blue,blonde
01005_00.jpg,karl lagerfeld,short sleeve,round neck,pink,unknown,casual,loose fit,hot pink,blonde
01007_00.jpg,unknown,long sleeve,cowl neck,black,gray,casual,tight fit,black,black
01009_00.jpg,gap,short sleeve,round neck,pink,pink,casual,loose fit,black,red
01010_00.jpg,marche des femmes,long sleeve,crew neck,navy blue,white,casual,tight fit,blue,blonde
01012_00.jpg,unknown,long sleeve,boat neck,yellow,unknown,casual,tight fit,yellow,black
01013_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,pink,brown
01015_00.jpg,benetton,long sleeve,v neck,white,green,casual,tight fit,beige,black
01017_00.jpg,unknown,short sleeve,scoop neck,black,unknown,casual,tight fit,blue,brown
01018_00.jpg,unknown,short sleeve,round neck,black,unknown,casual,tight fit,blue,black
01019_00.jpg,versace jeans couture,short sleeve,round neck,white,gold,casual,tight fit,blue,black
01020_00.jpg,steel & stone,short sleeve,v neck,yellow,yellow,casual,loose fit,yellow,black
01021_00.jpg,unknown,short sleeve,square neck,pink,white,casual,tight fit,pink,brown
01022_00.jpg,unknown,short sleeve,hal neck,black,white,casual,tight fit,olive green,blonde
01023_00.jpg,unknown,short sleeve,round neck,black,leopard print,casual,loose fit,black,black
01024_00.jpg,unknown,long sleeve,v neck,black,yellow,casual,tight fit,black,blonde
01025_00.jpg,espirit,short sleeve,round neck,white,multicolored stripes,casual,tight fit,blue,blonde
01027_00.jpg,unknown,long sleeve,boat neck,pale pink,pale pink,casual,tight fit,blue,black
01028_00.jpg,zizzi,long sleeve,round neck,black,gray,casual,tight fit,black,black
01029_00.jpg,unknown,short sleeve,circle neck,black,yellow,unknown,tight fit,black,blonde
01030_00.jpg,unknown,short sleeve,v neck,pink,purple,casual,tight fit,red,black
01032_00.jpg,unknown,sleeveless,v neck,orange,brown,casual,tight fit,black,blonde
01033_00.jpg,lee,long sleeve,round neck,black,white,casual,tight fit,blue,blonde
01034_00.jpg,unknown,short sleeve,boat neck,navy blue,black,casual,tight fit,blue,blonde
01037_00.jpg,polo ralph lauren,short sleeve,collared,pink,unknown,casual,tight fit,purple,brown
01038_00.jpg,unknown,short sleeve,circle neck,white,unknown,casual,tight fit,black,blonde
01039_00.jpg,unknown,long sleeve,boat neck,green,unknown,casual,tight fit,blue,red
01040_00.jpg,unknown,long sleeve,v neck,gray,gray,casual,tight fit,blue,black
01041_00.jpg,esprit,short sleeve,round neck,white,black,casual,tight fit,red,black
01042_00.jpg,ofius,sleeveless,scoop neck,black,black,casual,tight fit,blue,brown
01043_00.jpg,carhartt,short sleeve,round neck,black,pink,casual,tight fit,blue,brown
01044_00.jpg,unknown,long sleeve,circle neck,gray,pink,casual,tight fit,black,red
01045_00.jpg,unknown,long sleeve,v neck,gray,black,casual,tight fit,black,brown
01047_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,loose fit,blue,black
01049_00.jpg,unknown,short sleeve,round neck,red,unknown,casual,tight fit,red,black
01050_00.jpg,unknown,long sleeve,v neck,dark blue,unknown,casual,tight fit,blue,black
01052_00.jpg,unknown,short sleeve,boat neck,black,unknown,casual,tight fit,black,brown
01053_00.jpg,even&co,sleeveless,round neck,black,white,casual,tight fit,black,brown
01055_00.jpg,selected,short sleeve,round neck,white,blue,casual,tight fit,blue,brown
01056_00.jpg,unknown,long sleeve,round neck,yellow,unknown,casual,tight fit,black,blonde
01058_00.jpg,roxy,short sleeve,round neck,white,light blue,casual,tight fit,maroon,brown
01059_00.jpg,unknown,long sleeve,v neck,pale blue,pale blue,casual,loose fit,black,brown
01060_00.jpg,vans,long sleeve,crew neck,white,leopard print,casual,loose fit,red,black
01061_00.jpg,unknown,short sleeve,v neck,white,unknown,casual,tight fit,red,black
01062_00.jpg,unknown,short sleeve,round neck,gray,black,casual,tight fit,black,black
01063_00.jpg,unknown,short sleeve,v neck,red,unknown,casual,tight fit,black,black
01064_00.jpg,polo ralph lauren,short sleeve,polo collar,white,blue,casual,tight fit,blue,blonde
01065_00.jpg,anna field,short sleeve,round neck,white,multicolored,casual,loose fit,black,blonde
01067_00.jpg,unknown,long sleeve,high neck,black,polka dots,casual,tight fit,black,black
01068_00.jpg,unknown,short sleeve,mock neck,red,unknown,casual,tight fit,red,black
01071_00.jpg,unknown,unknown,v neck,black,unknown,casual,loose fit,black,blonde
01073_00.jpg,unknown,long sleeve,v neck,teal,teal,casual,tight fit,white,black
01075_00.jpg,dickies,long sleeve,round neck,white,red,casual,loose fit,red,black
01076_00.jpg,unknown,long sleeve,high neck,black,purple,casual,tight fit,white,black
01077_00.jpg,unknown,short sleeve,round neck,orange,unknown,casual,loose fit,orange,black
01079_00.jpg,hollister,short sleeve,scoop neck,black,unknown,casual,tight fit,black,black
01081_00.jpg,gap,long sleeve,boat neck,white,red,casual,loose fit,red,black
01082_00.jpg,unknown,short sleeve,high neck,yellow,neon yellow,casual,tight fit,yellow,brown
01083_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,loose fit,black,black
01084_00.jpg,unknown,long sleeve,cowl neck,black,unknown,casual,loose fit,blue,black
01085_00.jpg,unknown,short sleeve,circle neck,white,pink,casual,tight fit,blue,blonde
01086_00.jpg,under armour,sleeveless,round neck,pink,black,casual,tight fit,blue,black
01087_00.jpg,weekday,short sleeve,square neck,red,orange,casual,tight fit,red,brown
01088_00.jpg,unknown,short sleeve,v neck,white,silver,casual,tight fit,white,brown
01089_00.jpg,unknown,long sleeve,high neck,black,unknown,casual,tight fit,black,black
01091_00.jpg,unknown,long sleeve,v neck,navy,multicolored,casual,tight fit,blue,blonde
01093_00.jpg,unknown,long sleeve,v neck,green,black,casual,tight fit,black,brown
01094_00.jpg,marc o'polo,short sleeve,polo collar,red,black,casual,tight fit,black,brown
01095_00.jpg,object,long sleeve,v neck,burgundy,unknown,casual,loose fit,red,brown
01096_00.jpg,unknown,long sleeve,v neck,red,red,casual,tight fit,red,black
01097_00.jpg,vila,long sleeve,crew neck,white,gray,casual,tight fit,black,brown
01098_00.jpg,unknown,short sleeve,round neck,white,unknown,casual,tight fit,white,brown
01099_00.jpg,superdry,short sleeve,crew neck,white,pink,casual,tight fit,beige,blonde
01100_00.jpg,filppa k.,short sleeve,boat neck,white,white,casual,tight fit,navy blue,blonde
01101_00.jpg,unknown,long sleeve,turtleneck,gray,purple,casual,tight fit,black,brown
01102_00.jpg,karl lagerfeld,short sleeve,circle neck,white,unknown,casual,tight fit,black,blonde
01103_00.jpg,unknown,long sleeve,high neck,green,white,casual,loose fit,black,blonde
01104_00.jpg,lee,short sleeve,round neck,white,black,casual,loose fit,gray,black
01105_00.jpg,unknown,short sleeve,round neck,white,black,casual,tight fit,black,brown
01107_00.jpg,unknown,short sleeve,round neck,dark blue,red,casual,loose fit,blue,black
01108_00.jpg,unknown,short sleeve,round neck,pink,unknown,casual,loose fit,pink,brown
01109_00.jpg,unknown,long sleeve,boat neck,dark blue,white,casual,tight fit,black,brown
01110_00.jpg,unknown,short sleeve,mock neck,green,green,casual,tight fit,green,brown
01111_00.jpg,only,sleeveless,round neck,white,unknown,casual,tight fit,black,blonde
01113_00.jpg,nafnac,short sleeve,v neck,blue,white,casual,loose fit,black,blonde
01114_00.jpg,esprit,long sleeve,boat neck,yellow,yellow,casual,loose fit,black,blonde
01115_00.jpg,object,long sleeve,cowl neck,green,black,casual,tight fit,black,blonde
01116_00.jpg,adidas,short sleeve,round neck,red,white,casual,loose fit,red,black
01117_00.jpg,pieces,long sleeve,v neck,beige,orange,casual,loose fit,black,brown
01119_00.jpg,unknown,long sleeve,v neck,navy,pink,casual,tight fit,black,blonde
01120_00.jpg,unknown,short sleeve,square neck,black,white,casual,loose fit,black,blonde
01121_00.jpg,unknown,long sleeve,v neck,burgundy,red,casual,tight fit,black,blonde
01122_00.jpg,unknown,short sleeve,v neck,yellow,black,casual,loose fit,black,blonde
01124_00.jpg,levi's,short sleeve,round neck,red,unknown,casual,loose fit,red,black
01125_00.jpg,unknown,long sleeve,round neck,brown,black,casual,tight fit,black,black
01126_00.jpg,unknown,long sleeve,v neck,red,red,casual,tight fit,red,black
01127_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,blue,blonde
01128_00.jpg,unknown,short sleeve,round neck,red,white,casual,loose fit,red,brown
01129_00.jpg,pieces,short sleeve,square neck,black,lace,casual,tight fit,blue,brown
01130_00.jpg,polo ralph lauren,short sleeve,round neck,green,red,casual,tight fit,green,blonde
01131_00.jpg,unknown,short sleeve,v neck,white,white,casual,tight fit,white,blonde
01132_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,tight fit,black,blonde
01133_00.jpg,unknown,short sleeve,v neck,navy,black,casual,tight fit,black,black
01134_00.jpg,unknown,short sleeve,round neck,yellow,yellow,casual,tight fit,yellow,black
01135_00.jpg,unknown,long sleeve,round neck,white,black,casual,tight fit,yellow,blonde
01136_00.jpg,zizzi,long sleeve,round neck,brown,orange,casual,tight fit,blue,black
01137_00.jpg,unknown,long sleeve,v neck,white,purple,casual,loose fit,black,black
01138_00.jpg,unknown,long sleeve,collared,navy blue,white,casual,loose fit,black,black
01139_00.jpg,unknown,long sleeve,v neck,red,red,casual,tight fit,red,black
01141_00.jpg,mango,long sleeve,round neck,brown,beige,casual,tight fit,brown,blonde
01142_00.jpg,unknown,short sleeve,v neck,pink,blush,casual,tight fit,black,blonde
01144_00.jpg,unknown,short sleeve,v neck,white,multicolored,casual,tight fit,white,blonde
01146_00.jpg,esprit,short sleeve,v neck,black,unknown,casual,tight fit,yellow,blonde
01147_00.jpg,unknown,unknown,v neck,black,unknown,casual,tight fit,black,brown
01148_00.jpg,bluu,long sleeve,boat neck,gray,gray,casual,tight fit,blue,blonde
01150_00.jpg,g star,short sleeve,v neck,dark blue,white,casual,tight fit,black,black
01151_00.jpg,reebok,short sleeve,round neck,white,yellow,casual,loose fit,green,black
01152_00.jpg,whistles,long sleeve,cowl neck,black,unknown,casual,tight fit,black,black
01153_00.jpg,reebok,short sleeve,round neck,navy blue,white,casual,loose fit,navy blue,black
01156_00.jpg,klom,short sleeve,round neck,white,unknown,casual,tight fit,blue,black
01157_00.jpg,unknown,short sleeve,turtleneck,black,pink,formal,tight fit,black,brown
01158_00.jpg,unknown,short sleeve,round neck,yellow,yellow,casual,tight fit,yellow,brown
01159_00.jpg,unknown,unknown,unknown,unknown,pink,unknown,loose fit,blue,black
01160_00.jpg,even&odd,short sleeve,round neck,purple,unknown,casual,tight fit,purple,black
01162_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,gray,blonde
01164_00.jpg,navy blue,long sleeve,v neck,navy blue,unknown,casual,tight fit,blue,black
01165_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,blue,brown
01166_00.jpg,new look,long sleeve,v neck,red,orange,casual,loose fit,red,black
01167_00.jpg,unknown,long sleeve,cowl neck,dark gray,gray,casual,tight fit,black,black
01168_00.jpg,unknown,long sleeve,high neck,orange,unknown,casual,tight fit,beige,brown
01170_00.jpg,unknown,short sleeve,round neck,pink,red,casual,loose fit,blue,brown
01173_00.jpg,unknown,short sleeve,circle neck,white,yellow,casual,loose fit,blue,brown
01174_00.jpg,unknown,short sleeve,hal neck,yellow,white,casual,tight fit,blue,brown
01177_00.jpg,unknown,long sleeve,cowl neck,purple,orange,casual,loose fit,red,black
01179_00.jpg,evans,short sleeve,v neck,black,yellow,casual,loose fit,black,brown
01180_00.jpg,unknown,short sleeve,scoop neck,black,unknown,casual,tight fit,black,blonde
01182_00.jpg,unknown,long sleeve,high neck,black,unknown,casual,tight fit,black,black
01183_00.jpg,unknown,short sleeve,v neck,red,unknown,casual,tight fit,black,blonde
01184_00.jpg,unknown,long sleeve,high neck,unknown,unknown,casual,tight fit,black,blonde
01185_00.jpg,unknown,short sleeve,off the shoulder,black,lace,casual,tight fit,black,blonde
01186_00.jpg,polo,short sleeve,round neck,white,floral,casual,tight fit,blue,black
01187_00.jpg,ellesse,short sleeve,round neck,blue,purple,casual,tight fit,blue,blonde
01192_00.jpg,unknown,short sleeve,circle neck,pink,unknown,casual,loose fit,pink,black
01193_00.jpg,unknown,long sleeve,v neck,red,pink,casual,tight fit,white,blonde
01194_00.jpg,unknown,short sleeve,circle neck,green,pink,casual,loose fit,red,blonde
01195_00.jpg,unknown,short sleeve,v neck,red,unknown,casual,tight fit,red,black
01197_00.jpg,unknown,long sleeve,square neck,peach,beige,casual,tight fit,black,blonde
01199_00.jpg,piaget,long sleeve,v neck,orange,brown,casual,tight fit,black,brown
01200_00.jpg,mos bros,short sleeve,round neck,black,unknown,casual,tight fit,black,black
01202_00.jpg,gap,long sleeve,scoop neck,gray,silver,casual,tight fit,white,brown
01203_00.jpg,yellow,short sleeve,round neck,yellow,yellow,casual,loose fit,yellow,black
01204_00.jpg,unknown,long sleeve,t neck,pink,yellow,casual,tight fit,white,blonde
01205_00.jpg,unknown,short sleeve,scoop neck,orange,unknown,casual,tight fit,white,black
01206_00.jpg,medström,long sleeve,oval neck,black,unknown,casual,tight fit,black,blonde
01207_00.jpg,unknown,short sleeve,round neck,brown,unknown,casual,loose fit,black,black
01208_00.jpg,unknown,long sleeve,v neck,orange,unknown,casual,tight fit,blue,blonde
01209_00.jpg,superdry,long sleeve,crew neck,black,brown,casual,tight fit,blue,blonde
01210_00.jpg,the ragged ito,long sleeve,cowl neck,black,unknown,casual,tight fit,black,blonde
01211_00.jpg,lacoste,short sleeve,round neck,navy blue,white,casual,tight fit,navy blue,blonde
01212_00.jpg,unknown,long sleeve,round neck,black,unknown,casual,tight fit,blue,black
01213_00.jpg,unknown,short sleeve,mock neck,black,unknown,casual,tight fit,black,black
01217_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,tight fit,black,blonde
01218_00.jpg,unknown,short sleeve,round neck,teal,teal,casual,tight fit,white,brown
01219_00.jpg,unknown,long sleeve,v neck,black,silver,casual,tight fit,black,brown
01220_00.jpg,unknown,long sleeve,high neck,black,brown,casual,loose fit,black,black
01221_00.jpg,unknown,short sleeve,v neck,black,unknown,casual,tight fit,green,blonde
01222_00.jpg,weekday,long sleeve,round neck,green,black,casual,tight fit,yellow,black
01223_00.jpg,polo,short sleeve,crew neck,pink,green,casual,loose fit,pink,blonde
01224_00.jpg,zadig & voltaire,short sleeve,round neck,yellow,white,casual,loose fit,yellow,black
01225_00.jpg,unknown,short sleeve,square neck,black,white,casual,tight fit,black,black
01226_00.jpg,unknown,short sleeve,v neck,red,orange,casual,tight fit,blue,blonde
01227_00.jpg,.object,long sleeve,v neck,black,unknown,casual,tight fit,black,black
01228_00.jpg,versace jeans couture,short sleeve,round neck,black,gold,casual,tight fit,black,black
01230_00.jpg,even&odd,long sleeve,v neck,black,unknown,casual,tight fit,black,brown
01231_00.jpg,unknown,long sleeve,round neck,black,unknown,casual,tight fit,black,brown
01233_00.jpg,unknown,long sleeve,v neck,blue,black,casual,loose fit,black,brown
01235_00.jpg,even&odd,short sleeve,v neck,purple,unknown,casual,tight fit,purple,black
01236_00.jpg,unknown,short sleeve,round neck,blue,unknown,casual,tight fit,blue,black
01238_00.jpg,unknown,long sleeve,round neck,green,green,casual,tight fit,black,blonde
01239_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,tight fit,blue,brown
01241_00.jpg,unknown,long sleeve,circle neck,white,gray,casual,tight fit,white,brown
01244_00.jpg,unknown,short sleeve,round neck,unknown,unknown,casual,loose fit,black,blonde
01245_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,loose fit,black,blonde
01246_00.jpg,monki,long sleeve,v neck,white,white,casual,tight fit,blue,black
01247_00.jpg,drykorn,short sleeve,boat neck,red,unknown,casual,loose fit,red,black
01249_00.jpg,unknown,short sleeve,v neck,beige,brown,casual,loose fit,black,blonde
01250_00.jpg,unknown,long sleeve,v neck,black,lace,casual,tight fit,beige,brown
01251_00.jpg,polo,short sleeve,round neck,black,gold,casual,tight fit,black,blonde
01252_00.jpg,unknown,long sleeve,high neck,red,unknown,casual,tight fit,black,brown
01254_00.jpg,pepe jeans,long sleeve,crew neck,navy blue,white,casual,tight fit,blue,brown
01255_00.jpg,zara,short sleeve,v neck,black,white,casual,tight fit,white,blonde
01257_00.jpg,unknown,long sleeve,mock neck,blue,blue,casual,tight fit,blue,brown
01258_00.jpg,unknown,short sleeve,v neck,orange,red,casual,loose fit,orange,black
01259_00.jpg,unknown,long sleeve,round neck,black,unknown,casual,tight fit,black,brown
01262_00.jpg,nike,long sleeve,crew neck,olive green,black,casual,tight fit,black,brown
01263_00.jpg,unknown,short sleeve,scoop neck,maroon,unknown,casual,loose fit,red,blonde
01264_00.jpg,unknown,long sleeve,v neck,red,black,casual,tight fit,blue,brown
01266_00.jpg,selected,short sleeve,v neck,beige,orange,casual,tight fit,black,brown
01269_00.jpg,han kjøbenhavn,long sleeve,cowl neck,white,black,casual,tight fit,blue,brown
01270_00.jpg,unknown,long sleeve,v neck,black,floral,casual,tight fit,blue,blonde
01271_00.jpg,unknown,short sleeve,boat neck,black,unknown,casual,tight fit,black,brown
01272_00.jpg,zizzi,short sleeve,v neck,black,unknown,casual,tight fit,black,blonde
01273_00.jpg,unknown,short sleeve,deep v neck,black,gray,casual,tight fit,beige,black
01274_00.jpg,unknown,short sleeve,v neck,white,white,casual,tight fit,red,black
01276_00.jpg,unknown,long sleeve,turtleneck,dark blue,unknown,casual,tight fit,blue,black
01277_00.jpg,under armour,long sleeve,turtleneck,blue,white,casual,tight fit,blue,black
01278_00.jpg,unknown,short sleeve,round neck,green,green,casual,tight fit,black,brown
01279_00.jpg,unknown,long sleeve,round neck,white,unknown,casual,tight fit,black,brown
01280_00.jpg,unknown,short sleeve,round neck,yellow,brown,casual,tight fit,blue,brown
01281_00.jpg,under armour,short sleeve,round neck,black,white,casual,tight fit,black,blonde
01282_00.jpg,unknown,long sleeve,high neck,red,red,casual,tight fit,black,brown
01283_00.jpg,unknown,short sleeve,round neck,pink,unknown,casual,tight fit,pink,brown
01284_00.jpg,unknown,short sleeve,round neck,black,gray,casual,tight fit,black,black
01285_00.jpg,polo,long sleeve,crew neck,white,gold,casual,tight fit,red,black
01286_00.jpg,liu jo,short sleeve,v neck,white,leopard print,casual,loose fit,black,blonde
01288_00.jpg,unknown,long sleeve,v neck,red,black,casual,loose fit,black,black
01289_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,beige,blonde
01290_00.jpg,monki,long sleeve,square neck,green,green,casual,tight fit,green,blonde
01291_00.jpg,unknown,short sleeve,round neck,gray,white,casual,tight fit,blue,brown
01292_00.jpg,unknown,long sleeve,v neck,black,white,casual,tight fit,black,blonde
01294_00.jpg,puma,short sleeve,round neck,light blue,yellow,casual,tight fit,yellow,black
01295_00.jpg,unknown,short sleeve,v neck,black,unknown,casual,tight fit,blue,brown
01297_00.jpg,unknown,short sleeve,round neck,light blue,light blue,casual,tight fit,blue,blonde
01298_00.jpg,unknown,short sleeve,round neck,gray,silver,casual,tight fit,blue,black
01299_00.jpg,unknown,long sleeve,boat neck,red,pink,casual,tight fit,red,blonde
01300_00.jpg,unknown,short sleeve,boat neck,white,pink,casual,tight fit,white,black
01301_00.jpg,unknown,long sleeve,turtleneck,black,unknown,casual,tight fit,blue,blonde
01303_00.jpg,unknown,short sleeve,v neck,black,unknown,casual,tight fit,black,brown
01304_00.jpg,unknown,long sleeve,v neck,black,unknown,casual,loose fit,yellow,black
01305_00.jpg,unknown,long sleeve,square neck,brown,unknown,casual,loose fit,red,black
01306_00.jpg,unknown,short sleeve,cowl neck,black,unknown,casual,tight fit,black,brown
01307_00.jpg,unknown,three quarter sleeve,scoop neck,black,unknown,casual,loose fit,pink,black
01308_00.jpg,fila,long sleeve,round neck,purple,unknown,casual,tight fit,purple,brown
01309_00.jpg,unknown,short sleeve,round neck,black,gray,casual,tight fit,black,brown
01310_00.jpg,unknown,long sleeve,v neck,gray,black,casual,tight fit,brown,blonde
01311_00.jpg,unknown,short sleeve,cowl neck,light green,light green,casual,tight fit,blue,blonde
01312_00.jpg,unknown,short sleeve,v neck,orange,brown,casual,tight fit,orange,blonde
01313_00.jpg,unknown,short sleeve,v neck,pink,white,casual,tight fit,blue,black
01314_00.jpg,unknown,short sleeve,scoop neck,white,beige,casual,loose fit,blue,black
01315_00.jpg,tommy hilfiger,short sleeve,polo collar,red,white,casual,loose fit,red,blonde
01316_00.jpg,unknown,long sleeve,high neck,gray,black,casual,tight fit,black,blonde
01317_00.jpg,unknown,long sleeve,circle neck,white,pink,casual,loose fit,black,blonde
01318_00.jpg,unknown,unknown,v neck,black,lace,casual,tight fit,blue,blonde
01319_00.jpg,superdry,short sleeve,v neck,red,unknown,casual,tight fit,red,black
01321_00.jpg,unknown,short sleeve,round neck,gray,gray,casual,tight fit,black,blonde
01322_00.jpg,unknown,short sleeve,v neck,beige,brown,casual,tight fit,brown,blonde
01323_00.jpg,unknown,short sleeve,round neck,red,black,casual,tight fit,blue,blonde
01324_00.jpg,unknown,short sleeve,v neck,white,unknown,casual,tight fit,black,black
01325_00.jpg,unknown,short sleeve,v neck,black,gold,casual,tight fit,black,blonde
01326_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,blue,brown
01327_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,beige,brown
01328_00.jpg,hollister,short sleeve,scoop neck,light pink,white,casual,loose fit,blue,blonde
01329_00.jpg,unknown,long sleeve,v neck,green,unknown,casual,tight fit,green,blonde
01330_00.jpg,unknown,long sleeve,round neck,black,red,casual,tight fit,black,red
01331_00.jpg,unknown,short sleeve,v neck,silver,silver,casual,loose fit,silver,black
01332_00.jpg,even&odd,short sleeve,round neck,white,yellow,casual,tight fit,blue,brown
01333_00.jpg,unknown,short sleeve,crew neck,gray,white,casual,tight fit,purple,black
01335_00.jpg,unknown,long sleeve,boat neck,yellow,red,casual,tight fit,yellow,black
01336_00.jpg,unknown,long sleeve,circle neck,red,navy blue,casual,tight fit,blue,black
01338_00.jpg,pieces,short sleeve,scoop neck,white,black,casual,tight fit,blue,brown
01339_00.jpg,unknown,short sleeve,round neck,black,unknown,casual,loose fit,black,blonde
01340_00.jpg,hollister,short sleeve,round neck,gray,white,casual,tight fit,black,brown
01342_00.jpg,unknown,sleeveless,round neck,black,unknown,casual,loose fit,black,blonde
01343_00.jpg,reebok,short sleeve,round neck,white,blue,casual,loose fit,blue,black
01344_00.jpg,unknown,short sleeve,circle neck,yellow,unknown,casual,tight fit,white,blonde
01345_00.jpg,unknown,short sleeve,mock neck,gray,gray,casual,tight fit,black,blonde
01346_00.jpg,unknown,short sleeve,round neck,orange,unknown,casual,tight fit,orange,blonde
01347_00.jpg,unknown,short sleeve,boat neck,teal,teal,casual,tight fit,green,black
01348_00.jpg,given & co.,short sleeve,crew neck,white,gray,casual,tight fit,blue,black
01349_00.jpg,kiomi,short sleeve,round neck,white,orange,casual,tight fit,blue,brown
01351_00.jpg,unknown,short sleeve,v neck,black,unknown,casual,tight fit,black,blonde
01353_00.jpg,unknown,short sleeve,deep v neck,light blue,white,casual,tight fit,white,black
01354_00.jpg,unknown,long sleeve,v neck,navy,green,casual,tight fit,black,brown
01355_00.jpg,tommy jeans,short sleeve,v neck,white,red,casual,tight fit,blue,brown
01356_00.jpg,unknown,long sleeve,crew neck,olive,gray,casual,tight fit,white,black
01358_00.jpg,obey,short sleeve,round neck,white,multicolored,casual,tight fit,black,blonde
01361_00.jpg,topshop,short sleeve,round neck,white,beige,casual,tight fit,blue,brown
01362_00.jpg,unknown,short sleeve,cowl neck,black,unknown,casual,tight fit,black,blonde
01363_00.jpg,unknown,short sleeve,v neck,black,white,casual,tight fit,white,black
01364_00.jpg,champion,short sleeve,round neck,gray,blue,casual,loose fit,blue,brown
01366_00.jpg,pepe jeans,short sleeve,round neck,green,light green,casual,tight fit,green,blonde
01367_00.jpg,unknown,long sleeve,round neck,black,red,casual,tight fit,black,black
01368_00.jpg,unknown,short sleeve,round neck,dark blue,white,casual,tight fit,gray,brown
01369_00.jpg,even ooo,long sleeve,boat neck,orange,unknown,casual,tight fit,orange,brown
01370_00.jpg,unknown,long sleeve,turtleneck,black,unknown,casual,tight fit,black,brown
01371_00.jpg,unknown,short sleeve,round neck,white,white,casual,tight fit,blue,black
01372_00.jpg,unknown,short sleeve,strapless,black,unknown,casual,tight fit,black,blonde
01373_00.jpg,fila,short sleeve,round neck,black,white,casual,loose fit,black,black
01374_00.jpg,unknown,short sleeve,round neck,black,unknown,casual,tight fit,black,brown
01375_00.jpg,selected,long sleeve,v neck,white,gold,casual,tight fit,black,blonde
