,img_path,cloth_path,brand,sleeve,neck,primary_color,secondary_color,casuality,fit,pants_color,hair_color,description,bought,not_interested
1343,images/01751_00.jpg,clothes/01751_00.jpg,,short sleeve,cowl neck,pink,cream,casual,tight fit,red,black,"The dress is a cream-colored sleeveless top with lace trim around the neckline and shoulders, paired with a maroon skirt.",False,False
1344,images/01752_00.jpg,clothes/01752_00.jpg,,short sleeve,round neck,black,yellow,casual,loose fit,black,blonde,"The dress is a black t-shirt with an embroidered globe design and text on the left chest area, paired with light blue jeans.",False,False
1345,images/01756_00.jpg,clothes/01756_00.jpg,,short sleeve,v neck,blue,white,casual,tight fit,blue,brown,The dress is a floral print sleeveless top with thin straps and high-waisted denim shorts.,False,False
1346,images/01757_00.jpg,clothes/01757_00.jpg,ellesse,short sleeve,round neck,navy blue,white,casual,loose fit,black,blonde,"The dress is a navy blue crop top with a white and orange logo on the front, paired with blue jeans.",False,False
1347,images/01758_00.jpg,clothes/01758_00.jpg,zara,three quarter sleeve,v neck,black,pink,casual,loose fit,black,brown,"The dress is a black floral print top with pink, orange, and purple flowers on green leaves, paired with black leggings.",False,False
1348,images/01759_00.jpg,clothes/01759_00.jpg,,sleeveless,v neck,blue,,casual,tight fit,blue,brown,The dress is a sleeveless blue top with a front knot and white striped pants with a tie waist.,False,False
1349,images/01760_00.jpg,clothes/01760_00.jpg,,short sleeve,cowl neck,white,,casual,tight fit,green,brown,"The dress is a white T-shirt with a graphic print of butterflies and plants on the front, paired with olive green pants.",False,False
1350,images/01761_00.jpg,clothes/01761_00.jpg,misschoco,long sleeve,round neck,yellow,neon yellow,casual,loose fit,green,blonde,The dress is a neon yellow crop top with buttons down the front and white pants with a silver belt buckle.,False,False
1351,images/01762_00.jpg,clothes/01762_00.jpg,,short sleeve,square neck,black,,casual,tight fit,white,black,"The dress is a sleeveless, navy blue ribbed tank top with ruffled shoulders and a square neckline, paired with white pants.",False,False
1352,images/01763_00.jpg,clothes/01763_00.jpg,,long sleeve,v neck,white,,casual,tight fit,blue,blonde,"The dress is a white long-sleeved henley top with lace details on the shoulders, paired with light blue jeans.",False,False
1353,images/01765_00.jpg,clothes/01765_00.jpg,,short sleeve,v neck,white,black,casual,tight fit,white,black,The dress is a white spaghetti strap top with a square neckline and an olive green mini skirt with a silver ring belt.,False,False
1354,images/01766_00.jpg,clothes/01766_00.jpg,,short sleeve,boat neck,black,,casual,tight fit,black,black,The dress is black with ruffled sleeves and a leopard print skirt.,False,False
1355,images/01769_00.jpg,clothes/01769_00.jpg,,long sleeve,v neck,black,white,casual,tight fit,black,brown,"The dress is a black bodysuit with sheer sleeves featuring small black dots, paired with matching black pants.",False,False
1356,images/01770_00.jpg,clothes/01770_00.jpg,,short sleeve,round neck,green,black,casual,tight fit,black,blonde,"The dress is a black, short-sleeved top with a boat neckline and fitted sleeves, paired with light blue jeans.",False,False
1357,images/01771_00.jpg,clothes/01771_00.jpg,,short sleeve,v neck,black,,casual,tight fit,beige,blonde,"The dress is a black, short-sleeved blouse with a V-neckline and a black belt around the waist.",False,False
1358,images/01772_00.jpg,clothes/01772_00.jpg,,short sleeve,round neck,black,silver,casual,tight fit,black,blonde,The dress is a black sequined top with a heart design on the chest and short sleeves.,False,False
1359,images/01773_00.jpg,clothes/01773_00.jpg,,long sleeve,v neck,black,gray,casual,tight fit,gray,black,"The dress is a black long-sleeved top with lace detailing at the neckline, paired with gray pants.",False,False
1360,images/01774_00.jpg,clothes/01774_00.jpg,,long sleeve,round neck,white,blue,casual,tight fit,black,brown,The dress is a white long-sleeved Gap T-shirt with blue lettering on the front.,False,False
1361,images/01775_00.jpg,clothes/01775_00.jpg,,short sleeve,round neck,black,brown,casual,tight fit,blue,brown,"The dress is a black and brown striped t-shirt with a V-neckline, paired with blue jeans.",False,False
1362,images/01776_00.jpg,clothes/01776_00.jpg,,short sleeve,round neck,black,white,casual,loose fit,black,blonde,"The dress is a black and white floral print top with short sleeves and a boat neckline, paired with distressed blue jeans.",False,False
1363,images/01777_00.jpg,clothes/01777_00.jpg,zizi,short sleeve,round neck,white,green,casual,loose fit,black,blonde,"The dress is a white T-shirt with floral embroidery and the word ""être"" written in gold.",False,False
1364,images/01778_00.jpg,clothes/01778_00.jpg,isabel me,short sleeve,round neck,white,black,casual,tight fit,white,blonde,The dress is a white T-shirt with black patent leather skirt featuring a knife design on the side.,False,False
1365,images/01779_00.jpg,clothes/01779_00.jpg,hollister,short sleeve,polo collar,olive green,pink,casual,tight fit,green,black,The dress is a green polo shirt with a small logo on the chest and dark blue cargo pants with orange stitching.,False,False
1366,images/01781_00.jpg,clothes/01781_00.jpg,,short sleeve,round neck,white,white,casual,tight fit,black,brown,"The dress is a white, short-sleeved top with a subtle pattern and black shorts.",False,False
1367,images/01782_00.jpg,clothes/01782_00.jpg,,short sleeve,round neck,orange,,casual,loose fit,orange,blonde,The dress is an orange short-sleeved ribbed knit top paired with high-waisted blue jeans.,False,False
1368,images/01783_00.jpg,clothes/01783_00.jpg,,short sleeve,v neck,navy blue,black,casual,tight fit,green,brown,"The dress is a navy blue V-neck T-shirt with a floral embroidery on the left side pocket and a small floral embroidery on the right side pocket, paired with olive green cargo pants.",False,False
1369,images/01784_00.jpg,clothes/01784_00.jpg,msgd,short sleeve,racerback,white,,casual,tight fit,blue,blonde,"The dress is a light blue sports bra and leggings set with ""MSGD"" printed on them.",False,False
1370,images/01785_00.jpg,clothes/01785_00.jpg,levi's,short sleeve,round neck,red,white,casual,loose fit,red,blonde,The dress is a red cropped t-shirt with white stripes on the sleeves and a denim skirt with a frayed hemline.,False,False
1371,images/01786_00.jpg,clothes/01786_00.jpg,mark & spencer,short sleeve,boat neck,navy blue,white,casual,tight fit,blue,blonde,"The dress is a black and white striped short-sleeved top with a round neckline, paired with light blue jeans.",False,False
1372,images/01787_00.jpg,clothes/01787_00.jpg,,short sleeve,scoop neck,orange,red,casual,tight fit,red,brown,"The dress is a sleeveless, red top with intricate lace detailing around the neckline and shoulders, paired with white pants.",False,False
1373,images/01788_00.jpg,clothes/01788_00.jpg,,short sleeve,round neck,white,multicolored,casual,tight fit,blue,blonde,The dress is a white t-shirt with colorful text on the left side of the chest and blue jeans.,False,False
1374,images/01789_00.jpg,clothes/01789_00.jpg,,short sleeve,round neck,pink,pink,casual,tight fit,white,black,"The dress is a white, short-sleeved t-shirt with a round neckline and a fitted silhouette.",False,False
1375,images/01790_00.jpg,clothes/01790_00.jpg,,long sleeve,round neck,white,white,casual,tight fit,orange,blonde,The dress is a white blouse with long sleeves and orange pants.,False,False
1376,images/01791_00.jpg,clothes/01791_00.jpg,,long sleeve,v neck,purple,red,casual,tight fit,blue,brown,"The dress is a maroon floral print blouse with 3/4 sleeves and a boat neckline, paired with light blue jeans.",False,False
1377,images/01792_00.jpg,clothes/01792_00.jpg,macgren,three quarter sleeve,scoop neck,black,,casual,tight fit,black,brown,"The dress is a black, three-quarter sleeve top paired with plaid pants.",False,False
1378,images/01793_00.jpg,clothes/01793_00.jpg,,long sleeve,round neck,black,brown,casual,tight fit,black,black,"The dress is a long-sleeved, color-blocked top with a black and brown color scheme, paired with black leather pants.",False,False
1379,images/01794_00.jpg,clothes/01794_00.jpg,diesel,short sleeve,round neck,orange,red,casual,loose fit,red,blonde,"The dress is a red, short-sleeved t-shirt with a cut-out detail on the chest and a pocket on the left side.",False,False
1380,images/01795_00.jpg,clothes/01795_00.jpg,,short sleeve,crew neck,black,,casual,tight fit,black,blonde,"The person is wearing a black T-shirt with the word ""DROWN"" embroidered in colorful letters and light gray pants.",False,False
1381,images/01797_00.jpg,clothes/01797_00.jpg,,short sleeve,round neck,blue,gold,casual,loose fit,black,black,The dress is a navy blue and mustard yellow color-blocked dress with ruffled sleeves and a logo on the chest.,False,False
1382,images/01798_00.jpg,clothes/01798_00.jpg,,long sleeve,high neck,black,,casual,tight fit,black,brown,The dress is black with puffed sleeves and a pink skirt.,False,False
1383,images/01799_00.jpg,clothes/01799_00.jpg,,long sleeve,high neck,black,red,casual,tight fit,black,black,"The dress is a black floral print blouse with long sleeves and a high collar, paired with a leopard print skirt.",False,False
1384,images/01800_00.jpg,clothes/01800_00.jpg,,long sleeve,v neck,red,red,casual,tight fit,beige,black,"The dress is a deep red velvet top with a V-neckline and ruffled details, paired with light pink pants.",False,False
1385,images/01803_00.jpg,clothes/01803_00.jpg,evenwoodood,short sleeve,cowl neck,black,white,casual,loose fit,blue,blonde,"The dress is a black T-shirt with the word ""MEOW"" and a cat face printed on it, worn over light blue jeans.",False,False
1386,images/01805_00.jpg,clothes/01805_00.jpg,,long sleeve,round neck,red,black,casual,tight fit,white,brown,"The dress is a long-sleeved, striped top with red, white, and blue horizontal stripes, paired with white jeans.",False,False
1387,images/01806_00.jpg,clothes/01806_00.jpg,,short sleeve,round neck,pink,white,casual,loose fit,pink,brown,"The dress is a pink and white striped short-sleeved top with a round neckline, paired with white pants.",False,False
1388,images/01807_00.jpg,clothes/01807_00.jpg,guess,long sleeve,crew neck,purple,red,casual,tight fit,black,brown,"The dress is a long-sleeved, snake-print top with a round neckline and black pants.",False,False
1389,images/01808_00.jpg,clothes/01808_00.jpg,,sleeveless,v neck,yellow,white,casual,tight fit,blue,blonde,"The dress is a sleeveless, yellow-orange striped blouse with a V-neckline and a front pocket.",False,False
1390,images/01810_00.jpg,clothes/01810_00.jpg,,short sleeve,heart neck,red,red,casual,tight fit,black,blonde,"The dress is a red lace tank top with a bow at the front, paired with black jeans.",False,False
1391,images/01811_00.jpg,clothes/01811_00.jpg,,short sleeve,round neck,red,orange,casual,tight fit,red,black,"The dress is a bright orange short-sleeved top with a round neckline and a fitted silhouette, paired with white high-waisted jeans featuring button fly closure.",False,False
1392,images/01813_00.jpg,clothes/01813_00.jpg,,long sleeve,v neck,yellow,yellow,casual,tight fit,white,black,The dress is a mustard yellow long-sleeved top with a front slit and white pants.,False,False
1393,images/01816_00.jpg,clothes/01816_00.jpg,,short sleeve,round neck,yellow,fluorescent green,casual,loose fit,yellow,black,"The dress is a neon yellow t-shirt with a black and white graphic logo on the front, paired with blue jeans.",False,False
1394,images/01817_00.jpg,clothes/01817_00.jpg,tommy jeans,short sleeve,round neck,black,red,casual,tight fit,blue,brown,"The dress is a black T-shirt with a small white logo on the left side of the chest, paired with light blue jeans.",False,False
1395,images/01819_00.jpg,clothes/01819_00.jpg,,long sleeve,v neck,black,gray,casual,tight fit,black,brown,"The dress is a black, long-sleeved top with a deep V-neckline and a floral pattern, paired with high-waisted black jeans featuring silver buttons.",False,False
1396,images/01821_00.jpg,clothes/01821_00.jpg,,long sleeve,v neck,purple,green,casual,tight fit,beige,brown,The dress is a maroon floral print top with long sleeves and cream high-waisted pants.,False,False
1397,images/01822_00.jpg,clothes/01822_00.jpg,,long sleeve,v neck,orange,,casual,tight fit,brown,brown,"The dress is a brown long-sleeved top with a deep V-neckline and a pleated skirt with red, black, and beige stripes.",False,False
1398,images/01823_00.jpg,clothes/01823_00.jpg,noppies,long sleeve,boat neck,dark blue,gray,casual,tight fit,white,blonde,"The dress is a navy blue long-sleeved top with a V-neckline and a fitted silhouette, suitable for pregnancy wear.",False,False
1399,images/01824_00.jpg,clothes/01824_00.jpg,,short sleeve,round neck,black,white,casual,loose fit,black,blonde,The dress is black with white text and green leather pants with a belt.,False,False
1400,images/01825_00.jpg,clothes/01825_00.jpg,odlo,short sleeve,round neck,white,blue,casual,tight fit,black,blonde,"The dress is a white short-sleeved T-shirt with a small logo on the left chest area, paired with black leggings.",False,False
1401,images/01826_00.jpg,clothes/01826_00.jpg,,sleeveless,v neck,blue,,casual,tight fit,blue,blonde,The dress is a navy blue sleeveless top with a tie front and wide-legged jeans.,False,False
1402,images/01828_00.jpg,clothes/01828_00.jpg,,long sleeve,v neck,yellow,yellow,casual,tight fit,black,brown,The dress is a cream-colored long-sleeved top with a drawstring waist and black pants.,False,False
1403,images/01829_00.jpg,clothes/01829_00.jpg,,short sleeve,round neck,purple,pink,casual,loose fit,red,black,"The dress is a colorful, striped crop top with a white logo on the chest and light blue jeans.",False,False
1404,images/01830_00.jpg,clothes/01830_00.jpg,los angeles wild,short sleeve,round neck,black,red,casual,tight fit,blue,black,"The dress is a black T-shirt with ""Los Angeles Wild"" written on it, paired with light blue jeans.",False,False
1405,images/01831_00.jpg,clothes/01831_00.jpg,,short sleeve,round neck,teal,teal,casual,tight fit,red,blonde,The dress is a teal green sleeveless top with mesh panels and maroon leggings.,False,False
1406,images/01835_00.jpg,clothes/01835_00.jpg,,long sleeve,high collar,black,multicolored,casual,tight fit,blue,red,"The dress is colorful and patterned with various designs, including hearts, coins, cats, and roses, paired with high-waisted jeans.",False,False
1407,images/01836_00.jpg,clothes/01836_00.jpg,,short sleeve,half cowl neck,pink,,casual,loose fit,pink,blonde,"The dress is a sleeveless, pastel pink blouse with a keyhole neckline and a black skirt.",False,False
1408,images/01837_00.jpg,clothes/01837_00.jpg,,short sleeve,round neck,dark blue,white,casual,tight fit,tan,blonde,"The dress is a floral print top with short sleeves and a black bottom half, paired with tan pants featuring a black stripe on one side.",False,False
1409,images/01838_00.jpg,clothes/01838_00.jpg,,long sleeve,turtleneck,teal,teal,casual,tight fit,blue,black,The dress is a teal green long-sleeved turtleneck top with a fitted silhouette and light-washed jeans.,False,False
1410,images/01840_00.jpg,clothes/01840_00.jpg,,long sleeve,v neck,red,,casual,tight fit,red,blonde,The dress is a vibrant red long-sleeved blouse with a V-neckline and white pants.,False,False
1411,images/01841_00.jpg,clothes/01841_00.jpg,rosemundi,short sleeve,v neck,white,,casual,tight fit,beige,blonde,The dress is a white sleeveless top with lace trim and brown pants.,False,False
1412,images/01842_00.jpg,clothes/01842_00.jpg,,short sleeve,v neck,white,,casual,tight fit,blue,black,"The dress is a white, short-sleeved top with a V-neckline and a gold necklace, paired with dark blue jeans.",False,False
1413,images/01844_00.jpg,clothes/01844_00.jpg,,short sleeve,square neck,green,green,casual,tight fit,white,black,The dress is a green ribbed tank top paired with white high-waisted jeans.,False,False
1414,images/01845_00.jpg,clothes/01845_00.jpg,,long sleeve,v neck,white,white,casual,tight fit,white,blonde,The dress is a white blouse with ruffled sleeves and a gold sequined skirt.,False,False
1415,images/01846_00.jpg,clothes/01846_00.jpg,,long sleeve,high neck,light_green,,casual,tight fit,green,blonde,"The dress is a fitted, long-sleeved, knee-length mint green dress with a high neckline and a fitted silhouette.",False,False
1416,images/01847_00.jpg,clothes/01847_00.jpg,,short sleeve,crew neck,white,pink,casual,tight fit,black,brown,The dress is a white T-shirt with red text and black jeans.,False,False
1417,images/01848_00.jpg,clothes/01848_00.jpg,levi's,short sleeve,crew neck,white,red,casual,tight fit,black,black,"The dress is a white sleeveless top with a red chevron pattern and the Levi's logo on the left side of the chest, paired with black shorts.",False,False
1418,images/01849_00.jpg,clothes/01849_00.jpg,,short sleeve,round neck,white,white,casual,tight fit,orange,blonde,The dress is a sleeveless white top paired with bright orange shorts featuring button details on the front.,False,False
1419,images/01851_00.jpg,clothes/01851_00.jpg,,short sleeve,high neck,white,white,casual,tight fit,black,black,The dress is a white sleeveless top with a high neckline and black leather shorts with a silver zipper.,False,False
1420,images/01852_00.jpg,clothes/01852_00.jpg,,long sleeve,ruffled neck,beige,blue,casual,loose fit,black,blonde,"The dress is a plaid pattern with blue, beige, and white colors, featuring a ruffled neckline and long sleeves.",False,False
1421,images/01855_00.jpg,clothes/01855_00.jpg,,long sleeve,ruffled collar,pink,red,casual,tight fit,blue,blonde,The dress is a maroon plaid hal crop top with ruffled sleeves and a hal cut.,False,False
1422,images/01856_00.jpg,clothes/01856_00.jpg,,short sleeve,round neck,blue,multicolored,casual,tight fit,white,brown,"The dress is a short-sleeved, floral-patterned top with a navy blue base color and small white and red speckles, paired with off-white high-waisted pants featuring front pockets.",False,False
1423,images/01857_00.jpg,clothes/01857_00.jpg,mint &berry,short sleeve,off shoulder,green,white,casual,tight fit,green,blonde,The dress is a green floral print top with ruffled shoulders and white jeans.,False,False
1424,images/01860_00.jpg,clothes/01860_00.jpg,,short sleeve,hal neck,yellow,,casual,tight fit,orange,blonde,"The dress is a mustard yellow hal tank top with a hal hal neckline and thin straps, paired with light blue jeans.",False,False
1425,images/01862_00.jpg,clothes/01862_00.jpg,,short sleeve,scoop neck,pink,light pink,casual,tight fit,blue,black,The dress is a lace bodysuit with thin spaghetti straps and light blue jeans.,False,False
1426,images/01863_00.jpg,clothes/01863_00.jpg,,short sleeve,racerback,white,white,casual,loose fit,white,black,The dress is a white sleeveless top with a black pocket on the left side and camouflage leggings.,False,False
1427,images/01864_00.jpg,clothes/01864_00.jpg,,short sleeve,boat neck,black,,casual,tight fit,black,blonde,The dress is a black ribbed tank top with button details and blue jeans.,False,False
1428,images/01865_00.jpg,clothes/01865_00.jpg,blanche,short sleeve,round neck,white,,casual,tight fit,black,blonde,"The dress is a white t-shirt with the word ""BLANCHE"" printed on it, paired with black wide-legged pants.",False,False
1429,images/01866_00.jpg,clothes/01866_00.jpg,kion,short sleeve,mock neck,white,,casual,tight fit,black,brown,The dress is a white short-sleeved top with a zipper detail and a black denim mini skirt with button details.,False,False
1430,images/01867_00.jpg,clothes/01867_00.jpg,,short sleeve,round neck,white,,casual,tight fit,blue,blonde,"The dress is a white, short-sleeved top with delicate eyelet embroidery around the neckline and shoulders, paired with blue jeans.",False,False
1431,images/01868_00.jpg,clothes/01868_00.jpg,adidas,long sleeve,round neck,pink,white,casual,loose fit,pink,black,"The dress is a long-sleeved, pink Adidas shirt with black and white accents on the sleeves, paired with light blue jeans.",False,False
1432,images/01869_00.jpg,clothes/01869_00.jpg,,short sleeve,hal neck,black,white,casual,tight fit,black,blonde,The dress is a sleeveless black top with a keyhole neckline and white pants.,False,False
1433,images/01870_00.jpg,clothes/01870_00.jpg,puma,short sleeve,round neck,green,pink,casual,loose fit,pink,black,The dress is a green and pink striped t-shirt with a black logo on the left sleeve.,False,False
1434,images/01871_00.jpg,clothes/01871_00.jpg,,short sleeve,scoop neck,pink,pink,casual,tight fit,yellow,blonde,The dress is a yellow floral print skirt with a pink sleeveless top.,False,False
1435,images/01873_00.jpg,clothes/01873_00.jpg,levi's,short sleeve,round neck,white,gray,casual,tight fit,blue,brown,"The dress is a gray cropped t-shirt with a Levi's logo on the left side of the chest, paired with high-waisted blue jeans.",False,False
1436,images/01876_00.jpg,clothes/01876_00.jpg,,short sleeve,v neck,black,white,casual,tight fit,white,blonde,"The dress is a black and white striped spaghetti strap top with a V-neckline, paired with white pants.",False,False
1437,images/01878_00.jpg,clothes/01878_00.jpg,maerz,short sleeve,round neck,blue,green,casual,tight fit,blue,black,"The dress is a light blue T-shirt with green horizontal stripes and a round neckline, worn over jeans.",False,False
1438,images/01879_00.jpg,clothes/01879_00.jpg,,short sleeve,round neck,black,white,casual,tight fit,black,blonde,The dress is a black ribbed short-sleeved top with white trim and white high-waisted jeans.,False,False
1439,images/01880_00.jpg,clothes/01880_00.jpg,misscouver,long sleeve,round neck,green,green,casual,tight fit,green,blonde,"The dress is a green ribbed long-sleeved top with button details at the neckline, paired with high-waisted black jeans.",False,False
1440,images/01882_00.jpg,clothes/01882_00.jpg,,sleeveless,v neck,light pink,,casual,tight fit,blue,black,"The dress is a sleeveless, pastel pink blouse with front pockets and high-waisted blue jeans.",False,False
1441,images/01883_00.jpg,clothes/01883_00.jpg,,short sleeve,v neck,pink,,casual,loose fit,black,blonde,"The dress is a pink, short-sleeved top with a round neckline and a zipper at the waist.",False,False
1442,images/01884_00.jpg,clothes/01884_00.jpg,,short sleeve,circle neck,white,yellow,christmas,loose fit,blue,black,"A white Christmas-themed T-shirt with a green tree and presents printed on it, paired with blue jeans.",False,False
1443,images/01885_00.jpg,clothes/01885_00.jpg,,long sleeve,boat neck,blue,gray,casual,tight fit,white,blonde,"The dress is a blue and white checkered top with a bow detail at the front, paired with a white skirt.",False,False
1444,images/01886_00.jpg,clothes/01886_00.jpg,,long sleeve,round neck,yellow,green,casual,loose fit,yellow,black,"The dress is a mustard yellow long-sleeved top with a round neckline and a fitted waist, paired with a plaid skirt.",False,False
1445,images/01887_00.jpg,clothes/01887_00.jpg,,long sleeve,round neck,navy blue,red,casual,tight fit,blue,brown,"The dress is a navy blue long-sleeved top with a round neckline and a gold button on the chest, paired with high-waisted blue jeans.",False,False
1446,images/01888_00.jpg,clothes/01888_00.jpg,,short sleeve,round neck,black,white,casual,tight fit,white,black,"The dress is a black lace top with short sleeves and a round neckline, paired with white jeans.",False,False
1447,images/01889_00.jpg,clothes/01889_00.jpg,willa,short sleeve,round neck,white,white,casual,tight fit,white,blonde,The dress is a white T-shirt with a black and white checkered skirt.,False,False
1448,images/01890_00.jpg,clothes/01890_00.jpg,,short sleeve,round neck,red,black,casual,tight fit,blue,black,The dress is a red short-sleeved top with an embroidered black bird on the left side of the chest.,False,False
1449,images/01891_00.jpg,clothes/01891_00.jpg,vans,short sleeve,round neck,purple,black,casual,loose fit,purple,blonde,The dress is a purple Vans T-shirt with a zebra print collar and a small white logo on the chest.,False,False
1450,images/01892_00.jpg,clothes/01892_00.jpg,new girl order,short sleeve,crew neck,white,black,casual,tight fit,black,black,The dress is a white t-shirt with a dragon pattern on black pants.,False,False
1451,images/01894_00.jpg,clothes/01894_00.jpg,,short sleeve,round neck,white,black,casual,loose fit,black,brown,"The dress is a white T-shirt with black and silver text and a black and white checkered bow on the front, paired with dark jeans.",False,False
1452,images/01895_00.jpg,clothes/01895_00.jpg,,short sleeve,round neck,blue,,casual,loose fit,blue,black,"The dress is a navy blue, short-sleeved top with a boat neckline and a relaxed fit, paired with high-waisted blue jeans.",False,False
1453,images/01896_00.jpg,clothes/01896_00.jpg,polo,short sleeve,round neck,black,white,casual,tight fit,blue,black,The dress is a black Polo T-shirt with white text and blue jeans.,False,False
1454,images/01897_00.jpg,clothes/01897_00.jpg,,long sleeve,scoop neck,black,,casual,tight fit,blue,brown,"The dress is a black ribbed long-sleeved top with buttons down the front, paired with light blue jeans.",False,False
1455,images/01898_00.jpg,clothes/01898_00.jpg,lee,long sleeve,crew neck,white,black,casual,tight fit,yellow,blonde,"The dress is a white long-sleeved sweatshirt with black trim on the sleeves and collar, paired with mustard yellow corduroy pants.",False,False
1456,images/01899_00.jpg,clothes/01899_00.jpg,levi's,short sleeve,round neck,white,red,casual,tight fit,white,black,The dress is a white Levi's T-shirt paired with a denim mini skirt featuring a distressed hemline and white stitching details.,False,False
1457,images/01901_00.jpg,clothes/01901_00.jpg,,short sleeve,v neck,black,lace,casual,tight fit,black,brown,The dress is a black sleeveless jumpsuit with a lace neckline and a high slit on one side.,False,False
1458,images/01903_00.jpg,clothes/01903_00.jpg,,long sleeve,high neck,black,black,informal,tight fit,black,brown,"The dress is a black lace top with long sleeves and a high neckline, paired with a blue pleated skirt.",False,False
1459,images/01904_00.jpg,clothes/01904_00.jpg,,short sleeve,v neck,white,black,casual,loose fit,black,blonde,The dress features a zebra print top and tan shorts with button details.,False,False
1460,images/01905_00.jpg,clothes/01905_00.jpg,,short sleeve,round neck,pink,,casual,tight fit,pink,blonde,"The dress is a sleeveless, pastel pink top with a round neckline and short sleeves, paired with white pants featuring drawstrings at the waist.",False,False
1461,images/01906_00.jpg,clothes/01906_00.jpg,,short sleeve,v neck,black,,casual,tight fit,black,brown,"The dress is a black, short-sleeved, v-neck t-shirt with a slightly fitted cut.",False,False
1462,images/01907_00.jpg,clothes/01907_00.jpg,,sleeveless,v neck,red,,casual,tight fit,red,blonde,"The dress is a sleeveless, red blouse with a high neckline and a tie at the front, worn over light blue jeans.",False,False
1463,images/01908_00.jpg,clothes/01908_00.jpg,,short sleeve,v neck,pink,black,formal,tight fit,red,blonde,"The dress is a sleeveless, sequined top with a cutout detail and a maroon skirt.",False,False
1464,images/01909_00.jpg,clothes/01909_00.jpg,,long sleeve,v neck,dark blue,light blue,casual,loose fit,blue,blonde,"The dress is a teal long-sleeved top with lace details on the shoulders and a gold necklace, paired with high-waisted blue jeans.",False,False
1465,images/01910_00.jpg,clothes/01910_00.jpg,,short sleeve,v neck,red,yellow,casual,tight fit,red,black,The dress is a red floral print spaghetti strap top with white polka dots and blue jeans.,False,False
1466,images/01911_00.jpg,clothes/01911_00.jpg,missoni,short sleeve,v neck,red,orange,casual,tight fit,white,black,"The dress is a sleeveless, orange and red patterned top with a black tassel detail at the neckline, paired with white jeans.",False,False
1467,images/01912_00.jpg,clothes/01912_00.jpg,,long sleeve,boat neck,light blue,white,casual,tight fit,green,blonde,"The dress is a blue and white striped long-sleeved top with a boat neckline, paired with green high-waisted trousers featuring three buttons down the front.",False,False
1468,images/01913_00.jpg,clothes/01913_00.jpg,,three quarter sleeve,scoop neck,navy blue,white,casual,tight fit,blue,brown,"The dress is a navy blue long-sleeved top with a white floral pattern on the front, paired with light blue jeans.",False,False
1469,images/01914_00.jpg,clothes/01914_00.jpg,,short sleeve,polo collar,yellow,white,casual,tight fit,white,black,"The dress is a yellow and white striped polo shirt with short sleeves, a collar, and a small logo on the chest.",False,False
1470,images/01915_00.jpg,clothes/01915_00.jpg,,long sleeve,v neck,white,,casual,tight fit,blue,black,The dress is a white long-sleeved top with a scoop neckline and blue jeans.,False,False
1471,images/01916_00.jpg,clothes/01916_00.jpg,zara,sleeveless,round neck,purple,green,casual,tight fit,blue,black,"The dress is a sleeveless, magenta-colored top with a lace neckline and a fitted silhouette, paired with high-waisted blue jeans.",False,False
1472,images/01918_00.jpg,clothes/01918_00.jpg,,short sleeve,scoop neck,dark blue,,casual,loose fit,red,blonde,"The dress is a navy blue, short-sleeved t-shirt with a boat neckline and a slightly loose fit.",False,False
1473,images/01919_00.jpg,clothes/01919_00.jpg,,sleeveless,scoop neck,blue,white,casual,loose fit,blue,blonde,"The dress is a blue and white striped sleeveless top with a scoop neckline, paired with blue jeans.",False,False
1474,images/01921_00.jpg,clothes/01921_00.jpg,,short sleeve,round neck,white,teal,casual,tight fit,green,blonde,"The dress is a white t-shirt with a green and black floral pattern on the front, paired with teal pants.",False,False
1475,images/01922_00.jpg,clothes/01922_00.jpg,,short sleeve,v neck,pink,black,casual,tight fit,blue,brown,The dress is a leopard print bodysuit with button details and fitted jeans.,False,False
1476,images/01924_00.jpg,clothes/01924_00.jpg,,long sleeve,round neck,yellow,yellow,casual,loose fit,yellow,black,The dress is a mustard yellow top with a tie front and a leopard print skirt.,False,False
1477,images/01925_00.jpg,clothes/01925_00.jpg,wallis,,boat neck,blue,,casual,loose fit,blue,black,"The dress is a blue blouse with sheer sleeves and a boat neckline, worn over black leggings.",False,False
1478,images/01927_00.jpg,clothes/01927_00.jpg,dickies,short sleeve,round neck,gray,multicolored,casual,loose fit,gray,black,"The dress is a gray t-shirt with a Dickies logo on it, worn over blue jeans with silver chain details.",False,False
1479,images/01928_00.jpg,clothes/01928_00.jpg,,short sleeve,boat neck,black,,casual,tight fit,black,blonde,"The dress is a black, short-sleeved top with a boat neckline and fitted sleeves, paired with matching black leggings.",False,False
1480,images/01929_00.jpg,clothes/01929_00.jpg,,long sleeve,v neck,pale gray,pale gray,casual,tight fit,black,blonde,"The dress is a light gray long-sleeved top with a deep V-neckline and a front knot detail, paired with black leather pants.",False,False
1481,images/01930_00.jpg,clothes/01930_00.jpg,,short sleeve,round neck,white,black,casual,tight fit,blue,blonde,The dress is a white T-shirt with a colorful abstract floral pattern and black trim on the sleeves and bottom hem.,False,False
1482,images/01931_00.jpg,clothes/01931_00.jpg,toofit,short sleeve,round neck,white,,casual,tight fit,black,brown,The dress is a white sleeveless top with black pants.,False,False
1483,images/01932_00.jpg,clothes/01932_00.jpg,toofit,short sleeve,round neck,white,,casual,tight fit,black,brown,The dress is a white sleeveless top with black pants.,False,False
